,precision,recall,f1-score,support
0,0.21843971631205675,0.6681127982646421,0.32923570283270975,922.0
1,0.7087217043941412,0.52091999021287,0.6004794810322944,4087.0
2,0.09223300970873786,0.09488139825218476,0.09353846153846154,801.0
3,0.0,0.0,0.0,840.0
accuracy,0.4242105263157895,0.4242105263157895,0.4242105263157895,0.4242105263157895
macro avg,0.25484860760373396,0.32097854668242426,0.25581341135086644,6650.0
weighted avg,0.4769662654248527,0.4242105263157895,0.4259607916816622,6650.0
