Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,1.2165940188786428,1.2058623693373327,0.5628929353141154,0.5716148663334057,7.239292082419933e-05
2,1.1219515889190481,1.0520275954421876,0.6150514599729894,0.6348619865246685,5.108746219646202e-05
3,1.0326273162513853,0.9735238608057876,0.6173333954268151,0.6368180830254293,5.0442567309330415e-05
4,0.9296497618630775,0.8402597827124767,0.6384296558468775,0.6800695500978048,5.083343254661036e-05
5,0.7739287211332835,0.6825853644816986,0.7025101289992083,0.7524451206259509,5.115837820562337e-05
6,0.6357041020528387,0.5709318265892117,0.764355236809016,0.8011301890893284,5.121310577868683e-05
7,0.5274331522608028,0.477130291449508,0.8099939458855306,0.8280808519886981,5.0713229522470576e-05
8,0.4375152420482432,0.4110956182462499,0.8446886788059423,0.8545968267767876,5.065174011293002e-05
9,0.37553104888863786,0.36585988940246417,0.8717459134727332,0.8706802868941534,5.0671081852081275e-05
10,0.3182638336856248,0.3122370355746146,0.89237647277977,0.897196261682243,5.070641217009465e-05
11,0.2762718330035638,0.2777392254189755,0.910399105853863,0.908498152575527,5.041416537549062e-05
12,0.23859755786189835,0.31814427816642415,0.920271969450007,0.8798087372310367,-1.585830525393058e-05
13,0.20671452719423117,0.3237879953807241,0.9326596190564895,0.8921973484025212,5.0922646596025025e-05
14,0.18070509740971322,0.24886397378739003,0.939691705863177,0.9074114322973267,5.2173164423458156e-05
15,0.1498635831684414,0.26587142144187953,0.9530107576957109,0.905455335796566,5.1878152937092556e-05
16,0.12708480571554653,0.5227736108874632,0.9596237135006752,0.8465550967181048,5.0763349275931414e-05
17,0.10377237298618469,0.262875916231873,0.9708005402132911,0.9137144099108889,5.1051054870011403e-05
18,0.09320634080922272,0.32124470404906524,0.973175615889722,0.9048033036296458,5.074824895145052e-05
19,0.07038833688257048,0.3572946312511208,0.9817445163693941,0.9030645511845251,5.061176866577472e-05
20,0.06776695067908464,0.3670686948846097,0.9811391049224608,0.8815474896761574,5.037680317558019e-05
21,0.05631371075710336,0.24638414950351098,0.9857029758301122,0.9234948924146924,5.0595147205665984e-05
22,0.05426016750303994,0.32594174221141836,0.9845387230475481,0.8991523581830037,5.062576977545884e-05
23,0.04204350871362334,0.24755063339812008,0.9881246216178456,0.9215387959139317,5.103586572009239e-05
24,0.04338346543970679,0.47349016152369255,0.9868206585013738,0.8745924798956749,5.0409757413123775e-05
25,0.03726645228084971,0.3550710536440775,0.9900805662925535,0.9182786350793306,5.0548114136179916e-05
26,0.03755777114047661,0.2804570671230056,0.9898942858473432,0.9150184742447294,-1.694415182226367e-05
27,0.04135644613741629,0.40158316258877885,0.9878452009500303,0.9045859595740057,5.205639228186587e-05
28,0.04286100150992933,0.39092743090380017,0.9874726400596098,0.9013257987394044,5.065745825050918e-05
29,0.04160205899946697,0.8113925762359564,0.9875657802822149,0.8615518365572702,5.140028318317125e-05
30,0.035104941349407705,0.3152524717500277,0.9899408559586458,0.9245816126928929,5.054165208555648e-05
31,0.03008088833273237,0.3507095366292118,0.991524239742933,0.9061073679634862,5.1704765681876706e-05
32,0.030256759264995936,0.9241465549641551,0.9907325478507893,0.8339491414909802,5.15346982774107e-05
33,0.03451552678417285,1.1442265564062055,0.9898942858473432,0.7963486198652466,5.118729088573236e-05
34,0.028032451201909836,0.573671615826866,0.9916173799655381,0.9067594001304065,5.1023008237924106e-05
35,0.02933247157885666,0.5109254759217159,0.9916173799655381,0.8878504672897196,5.169170834247264e-05
36,0.029183732326096213,0.6011912095639996,0.9911051087412099,0.8732884155618343,5.095416852337888e-05
