,precision,recall,f1-score,support
0,0.27490774907749077,0.4848156182212581,0.35086342229199374,922.0
1,0.6348050728041333,0.6613653046244189,0.647813061713601,4087.0
2,0.13333333333333333,0.06741573033707865,0.08955223880597014,801.0
3,0.0,0.0,0.0,840.0
accuracy,0.4818045112781955,0.4818045112781955,0.4818045112781955,0.4818045112781955
macro avg,0.26076153880373937,0.3033991632956889,0.2720571807028912,6650.0
weighted avg,0.4443177860451037,0.4818045112781955,0.45756983486620867,6650.0
