,precision,recall,f1-score,support
0,0.10246495891735138,0.32565284178187404,0.15588235294117647,651.0
1,0.10408921933085502,0.3305785123966942,0.1583262651964942,847.0
2,0.2193877551020408,0.1,0.13738019169329074,860.0
3,0.5073472544470224,0.19214997070884593,0.27873380072232845,3414.0
4,0.1650485436893204,0.0387243735763098,0.06273062730627306,878.0
accuracy,0.1906766917293233,0.1906766917293233,0.1906766917293233,0.1906766917293233
macro avg,0.21966754629731802,0.1974211396927448,0.1586106475719126,6650.0
weighted avg,0.3339154698432396,0.1906766917293233,0.20457194130575995,6650.0
