,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.256390977443609,0.40813883901855175,6650.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
accuracy,0.256390977443609,0.256390977443609,0.256390977443609,0.256390977443609
macro avg,0.16666666666666666,0.042731829573934836,0.06802313983642529,6650.0
weighted avg,1.0,0.256390977443609,0.40813883901855175,6650.0
