,precision,recall,f1-score,support
0,0.75,0.6666666666666666,0.7058823529411765,9.0
1,0.6666666666666666,0.75,0.7058823529411765,8.0
accuracy,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7058823529411765
macro avg,0.7083333333333333,0.7083333333333333,0.7058823529411765,17.0
weighted avg,0.7107843137254901,0.7058823529411765,0.7058823529411765,17.0
