,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.14015037593984964,0.24584542337114218,6650.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
accuracy,0.14015037593984964,0.14015037593984964,0.14015037593984964,0.14015037593984964
macro avg,0.16666666666666666,0.02335839598997494,0.0409742372285237,6650.0
weighted avg,1.0,0.14015037593984964,0.24584542337114218,6650.0
