Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,1.313797883140741,1.2470292961461622,0.40716918237517313,0.45574057843996496,0.00016281483819746137
2,1.0951573767626566,0.9604047658044346,0.4713021432427991,0.591148115687993,0.00016442075374890455
3,0.9564939677741886,0.8651191238036394,0.5603417920608464,0.6500876424189308,0.0001619199080160407
4,0.8724019385891937,0.7493555740658178,0.6301556374562783,0.7067265556529361,0.00015630827042084825
5,0.768992706227659,0.6398879544553163,0.6936078311697458,0.7520815074496056,0.00013899350939240487
6,0.6787637613500188,0.5513890807196093,0.7410737341252142,0.7870289219982471,0.0001701103997047514
7,0.5974744496643494,0.4939015834975096,0.7744078499495294,0.8121165644171779,0.00014135171478378228
8,0.5331618965991537,0.4328161282146531,0.8007230216671752,0.8369851007887817,0.0001724017008097704
9,0.4730568186783836,0.3625562909948105,0.8261931031244865,0.8676599474145487,0.00018153180202723317
10,0.4197315606342722,0.3144382749676809,0.8444799173689523,0.8824496056091148,8.464617366401682e-05
11,0.3735076946016908,0.2693949855152292,0.8610296016338411,0.8969106047326906,6.41871574364424e-05
12,0.3282789021444286,0.2415682283555803,0.8773680133336463,0.9108238387379491,8.144742230993585e-05
13,0.29239699333138713,0.20426906356024804,0.8932134557149228,0.9232033304119194,8.411201396098498e-05
14,0.2604488456459677,0.17482856154363474,0.9024390243902439,0.9340490797546013,6.489611676065079e-05
15,0.23018490927522012,0.1531971119716437,0.9141998638465691,0.9425942156003506,8.07910842087776e-05
16,0.2090683083189589,0.14588545076059314,0.9224629686142867,0.9454425942156004,8.136162318747693e-05
17,0.1899675156166191,0.13101702368280327,0.9273457123406653,0.9497151621384751,0.00011068159555750259
18,0.17334939390592316,0.11797626137302489,0.9337308387520834,0.9540972830850132,0.00011894534951059602
19,0.16119550479661998,0.1164327545955085,0.9381675626188408,0.9532208588957055,0.00011148160381348929
20,0.15096370431885825,0.09658714402940428,0.9426512359445057,0.9619851007887817,9.031855905276235e-05
21,0.13515354048742922,0.09821676255728622,0.947745252235968,0.9593558282208589,0.00010833945861234696
22,0.128113112405725,0.09054308693519712,0.9511256132773069,0.9628615249780894,8.785039869988282e-05
23,0.11665712612937736,0.09360004912026873,0.9552571656611658,0.961546888694128,0.00011368899751838411
24,0.11398953699286817,0.08585818471855547,0.9551163172844434,0.9659290096406661,0.00011295925723255211
25,0.10466811803549891,0.08298265506447301,0.9598112631751919,0.9666958808063103,0.0001099783617716031
26,0.0965393529546611,0.07827988501856925,0.9623700086856499,0.9686678352322524,0.00011485303919394645
27,0.09285607186299052,0.09178714104173061,0.9642479870419494,0.9630806310254163,0.00011284766800205075
28,0.08683222222873595,0.0640330870099542,0.967205802953121,0.9728308501314636,0.00011209883699171079
29,0.08270040737749805,0.06380702727323269,0.968849034014883,0.9735977212971078,8.944524375789979e-05
30,0.07796227434717094,0.05642026349147953,0.9701401441348388,0.9785276073619632,0.00011454194601568449
31,0.07365672032661949,0.06426330967206348,0.971219981689711,0.9741454864154251,0.00012091902036135621
32,0.0704682297550236,0.05448869087037081,0.973051010587103,0.978965819456617,0.00011686163414934745
33,0.06510510060694588,0.054081776024288875,0.9752576351557548,0.9796231375985978,0.00011765732166674717
34,0.06187915603804861,0.051305630757317505,0.9765956947346182,0.981375985977213,0.00011234023867141709
35,0.06169796785043563,0.048060796704750566,0.9764078968989882,0.9830192813321648,0.0001145223235940706
36,0.05514130049556904,0.05870190485299783,0.9792718138923449,0.9781989482909729,0.00011200623214629623
37,0.05354285531791275,0.049084909017035355,0.9797647832108735,0.9818141980718668,0.00011037180083954137
38,0.05263257080839006,0.049926870853920106,0.9794596117279748,0.9797326906222612,8.539522854682244e-05
39,0.049578955789661164,0.05394191946732296,0.9820653066973403,0.9811568799298861,0.00011290369768339036
40,0.04768987781646703,0.04364577906229105,0.9821592056151552,0.98477212971078,0.00011480233767728922
41,0.04511018989602401,0.03908443372691741,0.9824643770980539,0.9870727432077125,0.00012222076599053752
42,0.04242964803926956,0.051006034067215676,0.9834972651940186,0.9831288343558282,0.00010962488393878268
