,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.20300751879699247,0.3375,6650.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
accuracy,0.20300751879699247,0.20300751879699247,0.20300751879699247,0.20300751879699247
macro avg,0.16666666666666666,0.03383458646616541,0.05625,6650.0
weighted avg,1.0,0.20300751879699247,0.3375,6650.0
