,precision,recall,f1-score,support
0,1.0,1.0,1.0,104.0
1,0.9971014492753624,0.9967403114813473,0.9969208476725231,2761.0
2,0.9910714285714286,0.9932885906040269,0.9921787709497206,447.0
3,0.9983050847457627,0.9983050847457627,0.9983050847457627,2950.0
accuracy,0.9972852123922069,0.9972852123922069,0.9972852123922069,0.9972852123922069
macro avg,0.9966194906481385,0.9970834967077842,0.9968511758420016,6262.0
weighted avg,0.9972861753466471,0.9972852123922069,0.9972855910313576,6262.0
