,precision,recall,f1-score,support
0,0.9828314100759922,0.9974293059125964,0.9900765523107457,3501.0
1,0.9966777408637874,0.9779065555957986,0.9872029250457038,2761.0
accuracy,0.9888214627914405,0.9888214627914405,0.9888214627914405,0.9888214627914405
macro avg,0.9897545754698898,0.9876679307541976,0.9886397386782247,6262.0
weighted avg,0.9889364435006334,0.9888214627914405,0.9888095314102697,6262.0
