Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.7449368139945212,0.7103759316265531,0.5408812413436935,0.5611305872042068,8.554552532663401e-05
2,0.7150728547961228,0.6584490578389816,0.5510457991971642,0.6003505696757231,7.786538450423366e-05
3,0.6699505862659343,0.6082407390726543,0.5962816028545271,0.6565512708150745,7.844404445662432e-05
4,0.6178100839778093,0.5406074042282639,0.6526209535435105,0.7260078878177038,7.798126648926377e-05
5,0.5432172873934747,0.45368131334378364,0.7237963332472593,0.7871384750219106,7.772407620391777e-05
6,0.4531323032284396,0.3768596986111165,0.788046667762154,0.8277826468010517,8.064458766407037e-05
7,0.3720849386191782,0.3112648588643588,0.8298786356487241,0.8542944785276073,7.682084595083325e-05
8,0.3060674837032739,0.2589490287116909,0.8645038615929952,0.8877081507449606,6.337180272293565e-05
9,0.2604514762579761,0.2318709462254221,0.8881429141529144,0.9008545135845749,7.586928163241573e-05
10,0.22133725244134672,0.19658943721134867,0.9053029413836006,0.918054338299737,7.616868307115931e-05
11,0.1922543523583704,0.1951085255660058,0.9193643043263926,0.9161919368974584,7.3508227463913e-05
12,0.16891813283865015,0.16499209963764724,0.9303974271696519,0.9305433829973707,7.607209329585626e-05
13,0.14706993674461813,0.15232622845295904,0.9404680861053076,0.9364592462751972,7.588955328417999e-05
14,0.13133305647151622,0.1673194254429376,0.9480738984483204,0.9321866783523225,7.48921790624796e-05
15,0.11606479933593258,0.12428316669530455,0.9541773281062935,0.9496056091148116,7.665579037872395e-05
16,0.10177799958575932,0.12258398848668224,0.9595060916922933,0.9513584574934268,7.532249552232144e-05
17,0.08920045273201012,0.08819601437653188,0.9658912181037114,0.9642857142857143,7.586382474106559e-05
18,0.08192777563007245,0.10968693335337351,0.9677457217305571,0.9594653812445223,7.30210865754785e-05
19,0.07531937192792738,0.09601736722528725,0.9705626892650062,0.9646143733567046,7.833274626032831e-05
20,0.06615633481185677,0.10134297586311435,0.973966525035799,0.9632997370727432,7.635624342287769e-05
21,0.06196345671860611,0.06774438733280302,0.9757975539331909,0.9749123575810692,7.719877625371388e-05
22,0.05742243362478341,0.06750241669317696,0.9784971478203713,0.9758983347940403,7.5001708666297e-05
23,0.05389282953341898,0.06611363694241547,0.9797647832108735,0.9775416301489921,7.449587442698106e-05
24,0.04760600482088408,0.090746343395243,0.9822531045329702,0.968558282208589,7.57602949193275e-05
25,0.045338106038054854,0.06615260994774196,0.9836615883001948,0.9783085013146363,8.049040110016819e-05
26,0.04453932435619872,0.06841732069771814,0.9837085377591023,0.9754601226993865,7.78483086319165e-05
27,0.038717554236830154,0.09863802105954406,0.9856099908448556,0.9683391761612621,7.613301459057023e-05
28,0.038233389867587154,0.14671519167006455,0.9860325359750229,0.9608895705521472,7.506182402013464e-05
29,0.03710609576736902,0.11960257318643829,0.9865489800230053,0.9662576687116564,7.679624236685873e-05
30,0.03626059653515248,0.12415298767649878,0.9869011009648114,0.9648334794040315,8.031800251118569e-05
31,0.03226339107362658,0.14208305733246052,0.9883800089203972,0.9638475021910605,7.989804574969162e-05
32,0.031049926164108666,0.06430975813335728,0.9890138266156483,0.9821428571428571,7.56162497781191e-05
33,0.0315863894517167,0.07268097886923205,0.9885443320265734,0.9784180543382998,7.783648816573038e-05
34,0.02877070557325816,0.10567517526751871,0.9900701894410667,0.9710780017528484,7.636630649020849e-05
35,0.02855855682127799,0.08883180688303163,0.9903284114650579,0.9737072743207712,8.081024209502527e-05
36,0.024926204754471604,0.06336334227626339,0.9910091786192164,0.98477212971078,8.17301340563655e-05
37,0.023632580968280133,0.08914161242125719,0.9919481677973662,0.9778702892199824,7.466921887713091e-05
38,0.026758822862200285,0.05115102405628123,0.9911265522664852,0.9854294478527608,7.404159241969179e-05
39,0.023372037148605914,0.10205130907154683,0.9921359656329961,0.9733786152497809,7.8346928581027e-05
40,0.024706121593793866,0.06498084008931883,0.9917368952322825,0.9832383873794917,7.542005914285006e-05
41,0.024275877930544185,0.07445945429796166,0.9920420667151811,0.9803900087642419,7.91779319798824e-05
42,0.022046912911800227,0.060553741964277825,0.9922063898213573,0.9826906222611744,7.987287688774134e-05
43,0.021265344005941867,0.17783974489883997,0.9929106317049696,0.9630806310254163,7.891707018609981e-05
44,0.023660408587027688,0.1785058813517212,0.9924411371158948,0.9574934268185802,7.947081313306405e-05
45,0.021748794423018226,0.061279521931936566,0.992323763468626,0.9838957055214724,7.65677693220435e-05
46,0.020527194705714926,0.09078223566158093,0.9934036010234982,0.9769938650306749,7.80830612993931e-05
47,0.016804529290689645,0.06505570890993521,0.9944364891194629,0.9840052585451359,8.104512348916962e-05
48,0.01868659743448482,0.0714388089279942,0.9935679241296744,0.9822524101665207,7.788347899626951e-05
49,0.018684474760371564,0.11980908504195291,0.9934740252118595,0.9705302366345311,7.773098826629461e-05
50,0.01873854683544789,0.07624382823235319,0.9936618230474894,0.9823619631901841,7.663749999828066e-05
51,0.016902900033890878,0.0735059587869703,0.9944364891194629,0.9820333041191937,7.741451095523385e-05
52,0.02010751057232081,0.07192922018919962,0.9935679241296744,0.9810473269062226,8.035244529002536e-05
53,0.020907163743857368,0.06879387948999555,0.9934036010234982,0.9822524101665207,7.658494034015857e-05
