,precision,recall,f1-score,support
0,0.08952380952380952,0.21658986175115208,0.12668463611859837,651.0
1,0.09912718204488778,0.18772136953955135,0.12974296205630356,847.0
2,0.29292929292929293,0.10116279069767442,0.15038893690579083,860.0
3,0.5252686032630323,0.3866432337434095,0.4454192677577189,3414.0
4,0.1361573373676248,0.10250569476082004,0.11695906432748537,878.0
accuracy,0.2702255639097744,0.2702255639097744,0.2702255639097744,0.2702255639097744
macro avg,0.22860124502572945,0.19892459009852148,0.1938389734331794,6650.0
weighted avg,0.3469132434375907,0.2702255639097744,0.29248870846891145,6650.0
