,precision,recall,f1-score,support
0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,1.0,0.2231578947368421,0.3648881239242685,6650.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
accuracy,0.2231578947368421,0.2231578947368421,0.2231578947368421,0.2231578947368421
macro avg,0.16666666666666666,0.037192982456140354,0.060814687320711415,6650.0
weighted avg,1.0,0.2231578947368421,0.36488812392426856,6650.0
