Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Time per sample
1,0.6941203464658364,0.6903534845027037,0.5211624686025493,0.5053680981595092,2.2981599976852518e-05
2,0.6504430655425791,0.5996139832591927,0.6444047982347003,0.7593120070113936,1.919447820218349e-05
3,0.557369476537329,0.4936848054529804,0.7659569473461818,0.8031332164767747,1.876385391770138e-05
4,0.46924125634646446,0.4094470200258635,0.803399140824902,0.8239482909728308,1.901006325860743e-05
5,0.400560317026841,0.34541363412094783,0.8302307565905302,0.8611963190184049,1.9288286362100887e-05
6,0.3451755158486883,0.2957787275262092,0.8537759102326345,0.8768624014022787,1.886889487858258e-05
7,0.30465710024665327,0.25825802238754386,0.8694335547782812,0.891432953549518,1.919612926161763e-05
8,0.2713856780887778,0.22976017097545026,0.8834010188032583,0.9012927256792288,1.8849585878420592e-05
9,0.2448221256065297,0.20474400078121974,0.8945045658348788,0.9169588080631026,1.850489503987678e-05
10,0.2240755776296566,0.1851887012538839,0.9045048005821733,0.9264899211218229,1.8511180259349798e-05
11,0.20663600315840364,0.16867666747698545,0.9109134017230451,0.9313102541630149,1.8680136809172983e-05
12,0.18916231670506461,0.15403679758963304,0.9185426887955116,0.9365687992988606,1.8829482131005565e-05
13,0.17366813008561488,0.1428679923423281,0.9256085823610883,0.9349255039439088,1.850581851379757e-05
14,0.16304456368349324,0.1321586069783994,0.9296697105565859,0.9450043821209465,1.8808124697782916e-05
15,0.15294526177244977,0.12364743280042483,0.934129909152797,0.945333041191937,1.8722252816772676e-05
16,0.1424916873086173,0.11399499508964452,0.9383788351839245,0.9556310254163015,1.9589523555062776e-05
17,0.13249571556547454,0.10883381877234899,0.9435198009342942,0.9532208588957055,1.873123010264509e-05
18,0.1250300017420335,0.10183756026909928,0.9471349092701706,0.9585889570552147,1.8842170102996064e-05
19,0.11702506703261062,0.09422888633584699,0.9511021385478532,0.9612182296231376,1.89275382709586e-05
20,0.11118074336168271,0.08950030361490952,0.9532852883870513,0.9665863277826467,1.888693340250202e-05
21,0.10469460637447725,0.08185831255322946,0.9566186999694829,0.9689964943032428,1.8950496392310618e-05
22,0.09750787920025739,0.08042838582719553,0.9597408389868307,0.9670245398773006,1.8945694327922508e-05
23,0.09257514284693548,0.07331586112702149,0.9623465339561962,0.9711875547765119,1.8487052404364777e-05
24,0.08839595488455881,0.07017727166135823,0.963637644076152,0.9712971078001753,1.8513055191249585e-05
25,0.0835426062815637,0.06583673171083555,0.9658677433742576,0.9751314636283961,1.9132096139631174e-05
26,0.07987594058698112,0.06444011377727284,0.9688255592854292,0.9746932515337423,1.8791300681989605e-05
27,0.07495765049737138,0.05883352919788675,0.97058616399446,0.9795135845749343,1.891870650218886e-05
28,0.07044247533636235,0.06008480629045167,0.9726988896452968,0.978965819456617,1.9009162171933204e-05
29,0.06685340623433284,0.06096570927654685,0.9736144040939928,0.9763365468886941,1.8602357917795854e-05
30,0.06425157915573002,0.059016851903470044,0.9744829690837813,0.9748028045574058,1.8360290217504258e-05
31,0.06151689683015046,0.05156133227078471,0.9768069672997018,0.980170902716915,1.8362713636944878e-05
32,0.060239803679827,0.053024327025839715,0.9772295124298692,0.9792944785276073,1.8705098589092536e-05
33,0.05612143227666691,0.05574650043684204,0.9790840160567149,0.976555652936021,1.835721197110162e-05
34,0.0528143794200635,0.04708996735964075,0.9801873283410408,0.9815950920245399,1.9030620347765394e-05
35,0.050138633636660095,0.050097777318515314,0.9802108030704946,0.9788562664329535,1.9409166299926554e-05
36,0.05002511572090585,0.04100015901522587,0.981173266978098,0.9856485539000877,1.880615462008523e-05
37,0.0478232602990819,0.046309411958542164,0.9820183572384328,0.9824715162138475,1.8704801958075555e-05
38,0.04495238345969453,0.043936210031046155,0.9838493861358247,0.9838957055214724,1.861134639729155e-05
39,0.04385340721493901,0.04748793381114077,0.982910396957675,0.9828001752848379,1.831721715511393e-05
40,0.04331707528734233,0.03964105026161189,0.9838493861358247,0.9851007887817704,1.892574169442179e-05
41,0.04221432133578617,0.04499762101952188,0.9843188807248996,0.983567046450482,1.8784914719907046e-05
42,0.040417773493019775,0.04250803942927191,0.9850935467968732,0.9838957055214724,1.94208132649518e-05
43,0.040007644931213907,0.049501986269433425,0.9850935467968732,0.9806091148115688,1.8493108154560507e-05
44,0.039699500922099056,0.039011353992069765,0.9851404962557807,0.9872918492550394,1.8573377627117954e-05
45,0.03771313844340606,0.036068391667761816,0.9852109204441419,0.9874014022787029,1.869881896643116e-05
46,0.036336904814380566,0.04751729878415098,0.98758186811897,0.9818141980718668,1.8917950932617303e-05
47,0.038208619990882806,0.04392273098651927,0.9857743139510318,0.9830192813321648,1.8191568733769998e-05
48,0.03745288937649382,0.06297511837786039,0.9860325359750229,0.9761174408413672,1.861270082570871e-05
49,0.03771075268589479,0.038145718077355374,0.9860794854339304,0.9854294478527608,1.8895865913881303e-05
50,0.03430992768518482,0.043244265513429865,0.9869480504237189,0.9846625766871165,1.8744791177251608e-05
51,0.03362858155043779,0.05286486730388062,0.9879105143313224,0.9768843120070114,1.8702059520371387e-05
52,0.03349927627525267,0.043404172895993576,0.9876522923073312,0.9836765994741455,1.889464021213189e-05
53,0.03400901992103711,0.03928243291627516,0.9874175450127938,0.983567046450482,1.9185540093992563e-05
54,0.03134142014905543,0.03492564985079005,0.9885912814854809,0.9882778264680105,1.8543451475272696e-05
55,0.03241411950099908,0.04343034286733688,0.9882626352731285,0.9852103418054339,1.8502298119275285e-05
56,0.031519101233349466,0.03444019605800967,0.9886147562149347,0.9882778264680105,1.8138824380863752e-05
57,0.029461693418885142,0.03720825472025722,0.9895067959341769,0.9858676599474145,1.8951654932320337e-05
58,0.030094465276646994,0.030859507373337515,0.9890607760745558,0.9900306748466258,1.8918208385952795e-05
59,0.028330717783241744,0.03854651948414722,0.9896006948519919,0.9864154250657318,1.8610355761631065e-05
60,0.032219652220601205,0.0496047260177425,0.9887321298622034,0.983786152497809,1.8498094913732775e-05
61,0.03027490670004723,0.035583524329815666,0.9883800089203972,0.9882778264680105,1.8713443435249496e-05
